Country,Category,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Mozambique,Fossil fuels,11887644,13455485,14021082,14986076,12987884,11310258,10332224,9152026,7517198,7199995,5539066,4680591,4534455,3963793,4321513,5570639,6288392,2328097,2046778,2225321,2179506,2320255,2113926,1746708,1905971,1990580,2029545,2082627,2517028,2905185,2837830,1697973,2694959,2374387,2527506,2389275,2016396,2521268,2160037,2221465,2200228,2971382,5401328,6686794,7324029,5599663,4707566,4213368,5366838,6336457,5386960,5706877,5916083,6295283,6409022
Mozambique,Metal ores,2919643,2970122,3053814,3109604,2854058,2747010,2364421,1984596,1588168,1482561,1357867,1252244,1244921,1132925,1383773,1824642,1931975,687855,549083,567844,560281,534792,625672,531089,581932,609107,601451,591064,666241,940689,851213,601502,1420589,1335451,1091781,1281462,1265520,1569732,1376113,1387604,1493898,2251536,4113329,4683610,5227248,3955986,3702587,3051196,4608938,6923071,6515165,5394187,5743658,6066304,6249027
Mozambique,Non-metallic minerals,12211779,12788028,13683797,14503908,11428858,9853587,7943058,8397594,7979116,7341831,6735024,6853951,7946960,7684204,8745248,11185562,11825900,3869687,3262597,3371548,3620855,3067469,3207438,3304312,3422189,4637327,3197675,3641763,3765416,5254067,4536261,3845383,8865799,8819241,9620624,9754126,9304258,10097971,10044526,8781800,10889901,13175972,24409785,24018167,31421628,23835239,25860415,22188619,24324057,23099479,17865052,17021958,18759186,20109171,21095113
Myanmar,Biomass,65727321,67393565,67279217,70982137,71110154,72114047,73882294,75445823,79715583,82042924,88413750,93515989,97480104,101040520,101833118,104665734,105069793,103964522,103779752,97287225,107519059,109010063,110949835,111975123,116973413,122596639,127160627,127888071,127228122,136780618,136567966,142166820,147246564,152982577,155538666,158711107,164637162,178117489,188474060,191747042,199307774,200693153,197929391,204532530,213135710,205698058,203979904,198976639,159644399,154689580,153303083,148123826,149337869,151211462,152053405
Myanmar,Fossil fuels,1234740,1317258,1390806,1442011,1372835,1397134,1653763,1790315,1820402,1913854,2066503,2040372,1997677,2066545,2351025,2387722,2395292,1922321,1475206,1589543,1418256,1393895,2364602,2970196,2812817,2925670,2276424,2985013,2255943,2005300,2086277,1814417,1896745,1752390,1783081,1900482,2258054,2760625,2994248,3817237,4652045,5511715,6925254,8239227,8980382,8866731,9799129,9179014,9306893,8889864,8662887,6659515,6458563,6731507,6766079
Myanmar,Metal ores,1051477,1297575,1357497,1287522,1213379,1118483,806307,880598,1147926,1569374,1476830,1413345,1532851,2484080,4177594,5028151,3692692,3089425,1671201,1758918,1540706,1789316,1974573,2145571,2607050,3003309,2700591,2593934,1636495,3938430,2261240,1944309,2171748,2310408,2161827,1929287,1790106,2161467,1897371,2801873,4387624,5423821,5746750,8512108,12011613,15441372,16675087,17401526,17788786,22225900,21545712,22352819,22757010,23453838,23913745
Myanmar,Non-metallic minerals,3642947,3872414,4860289,5135541,4700558,5960225,5479067,8224832,8771156,8902919,4450849,4189700,4376548,4409622,4202376,5550251,4984078,4701294,4241332,4661264,5035670,5170243,6702377,7430140,8313200,9964082,9534284,10972750,8379447,7298434,7742169,7396338,8774943,9544801,8786908,9585611,10483833,12921731,14453956,15532148,16668714,18868786,19280510,20286357,38797794,35735385,36884602,74291024,44320856,45673882,46167664,45196892,46930714,49504131,51468744
Namibia,Biomass,4048373,4169972,4085166,4097210,4409480,3665274,3645599,3898626,3717877,4070753,4693408,4186828,3887303,3966859,4213560,3970748,4180859,4260623,4499226,4359103,4173284,5182949,4559798,3632196,4480601,4155956,3989792,5064047,4559127,3336093,5566382,5536484,3803942,3708112,4502702,5203106,4675794,3686062,5225253,6140485,4044230,4380085,6019906,5889149,6376484,6676598,5977699,6927329,6004739,5322406,5547530,6326873,6314329,6216661,6287793
Namibia,Fossil fuels,1068393,1096573,1046559,1081710,1089693,1055212,1044033,1032293,1003740,1081138,1151286,1133340,1119078,1116503,1073205,1035505,1042233,1059778,1054044,1055962,1131204,887065,1037149,960342,937085,1184087,1152307,1161757,1288838,1130654,989073,925108,737841,1184350,1081061,1043806,1079001,1634081,1831126,2269101,1971899,1840021,2434529,2684113,2791110,2818668,2586816,2357421,2187789,2218576,1732504,1965601,1874493,1834481,1798460
Namibia,Metal ores,2251031,2255038,2211350,2436704,2495643,2232178,2205789,2151719,1598064,1631462,1886873,1895633,1815366,1757755,1748432,1603230,1600431,1628414,1650035,1672708,1789399,1294459,1459695,1352868,1514878,2157713,2354085,2104021,2672848,2229470,1708933,1576011,1492168,2661166,2120880,2294504,3026505,4338101,5538169,9104430,7828681,8521041,8406023,8482298,8520080,6566454,5994818,3808797,12174839,15410797,16295007,20748915,19678596,20068654,20818706
Namibia,Non-metallic minerals,1563511,1618408,1600875,1702079,1784322,1686406,1629992,1618322,1669230,1925211,2413579,2388506,2408099,2687345,2528018,2049048,2216801,2566773,2823364,2809589,2487458,2965042,3398491,3235616,3175102,3922652,4306019,4576709,4755560,4535265,3721216,4046605,3978160,5618324,6631457,5950261,8359871,8371860,8755943,8929878,8411204,6809405,9089922,11394829,9929609,8613130,9768627,4838049,4520649,4827642,3086161,5024786,5121223,5287809,5564418
Nepal,Biomass,28771098,29149911,29051496,30207102,30728401,31285099,31293997,31049511,31767662,30779509,32844449,33463952,31982225,35075114,35037802,35510912,34946705,37168865,39363964,40718545,42625789,42122032,40855802,43064433,41779410,44216135,45684958,45505059,46586504,48768119,50551871,48787570,51860379,50361341,54457925,57021766,57858245,59417408,61178592,63283371,65252019,68401359,72002672,70648447,75255570,75080719,77599751,79669587,81798682,84006736,83732896,85281320,85861153,86886112,87554843
Nepal,Fossil fuels,544676,539066,579440,498538,551296,556630,532373,502185,501875,537400,511389,558756,569586,550202,592185,638198,637447,664770,713162,718882,701090,669385,949179,963393,1134799,1203536,1240870,1554333,1402714,1330789,1493582,1553102,1461681,1858401,2103220,2194530,2291076,2676156,2774933,3201075,4301369,4140522,3895560,4486777,5359376,6346516,6884102,8177731,9592663,10360583,8875626,9960232,10339732,10586676,10881951
Nepal,Metal ores,526286,496066,544982,452521,502861,467940,430875,394792,381432,378987,352809,387430,420995,416260,454420,527452,489051,495004,527742,533158,577433,558186,958132,1068202,1376238,1089104,1703633,1432962,1271953,1133002,1419729,1369801,1549439,1328208,1414574,1302435,1435364,1978125,2716268,3421201,3527508,3514493,3310052,4651379,4881736,4842278,6108816,7443600,8016237,9926363,6739755,8360006,9112737,9231119,9660919
Nepal,Non-metallic minerals,484720,513086,522328,468779,514607,552211,646740,687467,731095,717438,898855,971314,1190673,1268645,1219354,1194952,2061856,1703243,2054966,2228010,1837351,1778342,2754303,2915456,3909546,4167049,4770294,4995824,4736732,4757359,5159896,9954876,15902232,22956144,21192644,21704045,22657565,23072418,21890630,22951336,24702879,23852019,39488693,43261109,45807787,50253564,53186631,85264430,114195888,124255897,117724885,126283498,133130343,138862301,145056383
Netherlands,Biomass,65379517,66943580,68662554,73519215,76359184,76767929,77817017,80226800,83865988,84276202,85188817,81381124,82771896,80681948,83860747,82683716,87071251,89492784,87926293,88666907,91108952,91894156,89697012,83307679,88591564,94410210,95873121,95852679,101583308,107530165,97072639,97942057,104997506,111169669,118664252,113553164,112756014,115410609,113365613,104540502,106203957,109908901,99025131,105369715,101179075,97690559,99804151,100590469,105685387,105902067,106988127,114270755,114662405,115851102,117178598
Netherlands,Fossil fuels,50167219,54868132,61169059,68730253,72313271,77357015,82463824,86735283,89886829,96579567,94800068,85003782,79632919,78924865,77890026,79654525,87381709,93269684,92740338,93106388,102357105,87900315,105668320,101436961,97468547,103869348,105849902,99648506,102219168,107605227,103230313,109993892,114324758,119259116,120123486,119693759,122553368,131013927,136474181,120529125,119607275,120510647,116423136,121260035,114783654,108504814,99663942,103681101,111481749,109405244,103184127,107791658,100599225,104683890,104840989
Netherlands,Metal ores,34412627,35890479,38412329,41628367,41277308,40620118,41711543,41267212,41754825,43084134,41928890,36862591,34675673,34183415,33922674,34593244,40024869,42554240,43278640,42899086,46146049,39936499,45976900,47800752,48530260,48052949,47287133,47925962,47105193,52300127,49231582,48297227,48733524,54941999,47149035,46431888,49214440,54703383,48659444,46148305,45664826,45696665,45984940,48595832,47132637,48867116,46429224,48994645,52772495,52212827,53618845,56656501,55448065,57041699,58466958
Netherlands,Non-metallic minerals,124444162,133328339,136462495,143381342,141327570,138123291,143734833,152338492,161546833,162655035,155960065,134676901,124235704,125283115,126941954,128267761,142700965,150143795,155072712,151819263,153989257,143189404,141072078,139289205,153886358,159375051,147795702,154404563,148403070,208117306,208204497,200600773,183826457,191139756,192420821,192920001,212070776,232902203,227921761,191803631,187979422,212743095,191237204,189752927,190554284,204826684,202772892,210288514,246334153,257957248,273810154,278102125,286890633,297705315,307683526
New Zealand,Biomass,48941463,47697497,50626775,51897485,51671421,50266654,49762385,49366593,49405704,48579853,50426569,51215875,50992539,49760799,49273092,49431168,51791608,51240281,52168726,49694747,53311613,45238357,40743482,43102265,43229392,46232514,49776255,47036662,46458046,43022682,38745072,40938718,44161349,48090211,49058005,52535895,49372174,51019806,46317476,52239145,43031829,51482862,49320192,48113276,46110564,46974867,49728698,51701378,50867874,53023919,59245656,60912606,61226305,61836212,61842867
New Zealand,Fossil fuels,8448501,10286299,12039836,14466794,14353455,11796894,12696622,12930705,12284768,13019277,12679386,12236068,11144126,10372095,10292780,10567705,12625053,12932506,14602227,14648547,15798172,14969394,15195082,15864662,17937992,16571854,18404785,19207592,18825236,18353696,16840414,17459204,18181957,19979639,21538201,21925624,19928271,23987511,22813483,21068858,22357180,22098317,23192125,24579985,26346146,26078496,28316362,30055213,30498681,31510156,29758859,34940089,32557292,33021006,32174147
New Zealand,Metal ores,2885456,3144714,3719435,4338783,4268222,3891070,3831225,3672118,3609399,3621097,3531511,3563427,3493306,3281023,3616057,3964216,4286842,4790805,5528307,5995335,6592730,6098927,7590377,7598336,7451594,8662445,7908362,8952370,6033625,6387633,6963765,7407471,8805308,11212125,12601804,13856583,12994709,13451799,14460620,14291636,14056430,13650692,13299045,15187575,16781175,16512395,15667739,15205665,14907265,14723710,13566811,16505236,16182012,16333924,16423145
New Zealand,Non-metallic minerals,27787984,28329599,29560696,31847625,31143045,26754310,25348324,25837460,24518088,26550649,23159973,22122798,23815867,36219826,45389392,41907014,24537120,25513665,24595395,24915518,22510152,44957290,22973543,25259537,24123139,28141239,29459006,29529968,27575117,28331465,29739123,30035854,31785897,37143392,43359413,47777304,46107976,50552273,46803871,37915967,38564980,39484661,43318262,47104694,53511854,49972019,54050234,52159598,53432438,52830483,52586602,58837000,60153084,61684820,62882031
Nicaragua,Biomass,14707785,14355661,14022554,14508557,16230156,16574068,16986776,17874530,18213464,16492903,14589297,15771773,16546303,15701030,16605888,15959117,15181952,14125224,14246047,16259712,17491794,16811316,18233174,18254608,18356180,18405618,19265937,20095857,19557581,21613340,19975490,19961711,20792107,16700329,18451095,20757489,21615872,23152215,21568085,22060836,21995874,23191316,25360781,23971437,24143296,23698291,30072514,29143879,28183586,28372162,29541239,30381478,31254132,31662454,31415372
Nicaragua,Fossil fuels,3895799,3703408,3683954,4300149,4896088,4748038,4882839,5352427,4772280,3607471,3896826,3650118,3720638,3601954,3686763,3520043,3340468,3077371,2860319,2786716,2328806,3373209,2982754,2849753,2687985,2445344,3067168,3372694,3963177,4286227,4318970,4631673,3223680,3635827,3118765,2975300,2764649,3150759,3062940,2904559,2857851,4143034,4111402,4515759,4543386,4997494,4432459,3460747,3107136,2903161,2577923,3279698,3401335,3519825,3567640
Nicaragua,Metal ores,689612,644687,634523,684171,833393,752982,841806,832541,682125,480163,518504,543301,530256,517421,584165,567814,510810,484028,431162,442770,379507,426967,591182,584358,552724,633884,695229,875570,842134,935658,942226,852777,844679,782259,889626,933246,1061975,1448187,1281024,897842,1031909,1189664,1304615,1498165,1475083,1650660,1707775,1972857,1524584,1208718,1351313,1735579,1780658,1824745,1885956
Nicaragua,Non-metallic minerals,1347176,1346448,1354732,1620633,2056490,1912836,2194462,2432902,2214474,1425897,1708973,1724041,1724425,1820503,1873030,1867821,1880267,1982413,1787341,1882202,1533152,1821234,2210363,1891051,2082859,2163507,2314598,2749953,2959203,2819971,4162028,5155055,7140328,7550285,8617366,8195764,10386914,11836900,11307128,10426481,11745329,12112286,15986755,17274248,17086885,17823294,16749098,15371514,21326955,20305241,21828125,22956934,24207488,25242595,25614368
Niger,Biomass,22901405,24204162,24131093,17869945,19261607,19247936,22554968,25025111,26348377,27905562,29023747,29181770,29906703,30382241,21003037,21629058,23433616,24306733,28651814,27527145,31897213,31332141,30955859,33561824,31223348,29689735,31578515,25473050,29264263,31106828,24458737,25838033,20004256,20562321,22101789,22999764,22932136,22042066,28362746,20959396,30992604,25246812,35060666,36723012,48118539,59690998,70234501,66509347,71789500,65265135,79865274,68060756,68962126,69103729,71509038
Niger,Fossil fuels,593894,632143,692826,706954,714686,766254,813254,862183,944534,1058218,1103756,1046906,1005958,1031103,1001533,991441,1003428,1039890,1016056,982781,1330983,693753,678356,1000635,524266,523006,584618,440599,502137,382685,320616,385455,409336,481915,735938,595587,542273,579947,844941,1060767,1183288,1122371,1123325,1271909,1301585,1333711,1241036,1226884,1301950,1469676,1407227,1444803,1397060,1444587,1483071
Niger,Metal ores,161971,168218,194556,189833,199198,213704,235035,240302,286386,379801,495736,451882,367163,354477,285417,273976,284739,277279,272599,253674,228671,256982,256963,391523,369949,286502,379087,208117,218339,148689,152303,146092,166685,216290,1277709,3356861,1959734,1850328,2036134,1963199,2105761,1949351,1753844,1464191,1164511,1553605,1266782,1149983,4727898,4217426,2074280,2793900,2832096,2943203,3085906
Niger,Non-metallic minerals,816751,840222,914496,1232358,902830,977807,1172048,1362444,1920808,2173910,3120398,3010389,2870312,2741871,2513154,2512970,2837853,2952106,2919698,2815871,2870436,2557204,2591140,4492682,2746739,2347835,2325592,2150412,2217362,1997105,1976574,2111115,2558590,2364195,4047455,3499120,3472390,3108830,4598601,4981217,6018654,6420259,6420749,6701489,6856604,8212107,4515439,9082841,17517867,22857122,30247722,21841935,22482294,24617898,27471159
Nigeria,Biomass,150701133,141548018,127299941,137426865,150985721,146942118,141274622,141064415,138381364,142230145,148942376,149698462,154035011,153636383,166254385,174128372,185130439,184302831,199697813,206925869,218323185,235097362,253141312,262189735,275846522,277076973,280910604,280181265,312177761,310427766,286867859,287060220,313925941,323629917,347149279,370938319,380050861,378608182,399284340,353218037,385947463,379087256,363612551,398347256,435912774,456559581,491946732,483855456,513360729,514342532,526989698,503838336,516288451,513328566,520868049
Nigeria,Fossil fuels,3565821,4184518,4899508,5106767,6720966,6626626,7922755,8419138,7807047,9070980,9683620,7789862,7330664,6968496,7284917,7368227,4871632,3660598,3858962,3779718,3619347,3973488,4448543,4374845,4246291,4070603,5010021,5901915,6436427,3949723,3886862,6991243,7204063,10492060,7302744,8919829,10840081,18824808,15818137,18858166,22803930,26629526,15786079,23414171,22018650,20527624,17742876,18322013,25716361,32782295,29630070,18158733,17568663,16859999,16785973
