Country,Category,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Latvia,Biomass,,,,,,,,,,,,,,,,,,,,,,,10451748,10662497,8037920,7545649,7957581,8934389,8174060,8595090,8328583,7843430,8590916,13040346,8377164,10594852,9042007,10834279,9291117,8032893,7451891,7186380,7756302,7915763,7971641,8685422,8243578,8377500,7422808,8303419,8375571,8257647,8299740,8441186,8549639
Latvia,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,7603769,7729972,5265409,4793792,5779915,5732447,5621619,7437928,6058091,6186677,7884453,8003002,8212655,13029590,11452803,12024493,11091304,7890072,8832911,10004228,9585568,9233531,8279258,7895784,7623899,8453684,9061057,9724051,8366838,10831056,9386015,10797113,10965295
Latvia,Metal ores,,,,,,,,,,,,,,,,,,,,,,,707727,1224584,507018,488080,638681,786368,877480,948955,956428,999088,1036038,1051967,1223432,1781623,1774885,2066239,1830199,1181425,1264144,1477466,1571982,1590965,1570498,1422078,1348953,1444359,1552577,1678903,1670870,1970505,1901331,2021487,2078088
Latvia,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,3485653,5381751,2964545,3428139,4311016,4334328,5864292,5517296,6464595,5720465,6895743,7795251,10678371,14395395,16887944,25879044,20946570,12779475,12802193,17422908,17974973,17345681,18795368,16807054,16275479,19059697,21116808,22255096,22263012,21380614,21885326,22990099,24042877
Lebanon,Biomass,9394715,9772760,11405335,11317852,12262778,10608538,5881153,7757279,7965822,7821364,8240379,7904744,6514583,6541375,5532181,5671983,6111723,5592176,6655505,6241861,5636696,7827184,10761271,11200964,11437203,13509066,14723536,15635575,17061327,23486882,22591795,31878811,30915833,30465827,19962877,21068402,23593406,20838152,23590378,22162923,20698326,21543519,21743576,23506783,24039417,21407776,22607607,20840090,21875822,22956937,28764905,37041563,32181278,31318944,31193672
Lebanon,Fossil fuels,14926581,15095385,16084543,17209579,19480029,16754276,7642230,12466035,11676123,12167047,12923489,13114369,9147481,9510122,7260507,6403339,6555711,4755283,6901823,5730443,4268739,4140909,3874210,4932269,5132185,5127673,5820488,5290469,4683028,5254646,6724604,7248811,7133267,7885467,7237997,5943984,5910685,6181310,6551499,7168235,7275546,6965355,7988005,9008556,9627272,9210111,8708766,8608364,8439600,7668450,8390802,9418448,7280535,7424675,7361046
Lebanon,Metal ores,3074518,3145792,3550544,3878696,4347827,3652355,1674272,2449116,2270778,2289289,2402710,2288648,1661625,1683392,1310073,1356982,1534197,1174082,1599051,1262754,997649,1580286,2010247,2862119,2786087,2613769,2799251,3665869,3516109,3161119,2798458,3630259,3129720,2977083,2763708,2610168,2772613,3209940,3733517,4466240,4606632,7051899,7959939,10149201,12779751,10357241,10346242,8130260,8995436,7314510,9216775,7855118,5669839,5441838,5465161
Lebanon,Non-metallic minerals,12422953,13914505,14723176,16412207,19935371,18959446,10356208,16232629,15884975,19616912,20511343,19767655,14689352,16928899,14854434,14740107,15568223,11671314,14868232,13218433,7652823,12657507,9237438,14253157,16107735,16473630,19419914,20667724,17661939,14331254,14250805,15104424,19724969,20511046,14760071,15361554,12853628,15859931,16562420,19601357,17351538,22893999,26520920,27134827,28049599,22435158,18886260,23559509,25865209,19852801,17396103,15886142,11184420,11000387,11182481
Liberia,Biomass,2176901,2345550,2398097,2498089,2369777,2341638,2400549,3015533,2888992,3103985,3149825,2841123,2918173,2662941,2680808,2867182,3341691,3556606,4136232,4283755,3195442,3910986,3048696,2895710,2723936,2557022,2578478,3563411,3992905,4434005,4361422,4795043,4271940,4478239,4926075,5100885,4313957,5585718,5953038,6557764,6542536,6809436,6764634,6629399,7311668,7517181,7974993,7216667,7812701,7301419,6996987,6937783,6923132,6619876,6541699
Liberia,Fossil fuels,95551,91248,92774,93722,95611,98388,103343,106599,99560,105140,94478,93852,93012,87398,88746,89574,87064,86149,88028,92762,81167,48152,46525,37807,35590,28224,49570,92759,117147,138842,67821,71610,88295,90910,1055371,1026176,926540,197957,314886,279777,284911,413385,433916,466081,359827,589550,570607,521905,551896,421851,485121,439353,454910,470141,472643
Liberia,Metal ores,108623,113772,108038,106934,122168,108215,113957,97156,91778,94911,95566,121673,113876,107963,104903,98822,100948,90867,94116,83634,48524,48669,40524,26452,36304,29136,41377,73033,108158,99867,46549,61498,62219,56588,474224,500739,524349,208564,303089,345623,340581,449262,469796,497899,334548,507550,556093,479065,483618,469860,472666,398887,412310,417670,429841
Liberia,Non-metallic minerals,269329,325810,313032,343143,339409,353742,368193,427000,423126,513556,520597,549718,502099,503362,504734,429634,442755,447865,435481,411122,210349,119043,132295,71048,102652,116765,127381,209761,280716,224212,341954,159841,255049,180554,1187920,1756811,1580980,1157066,912672,783374,581688,613719,549543,706215,1404471,1623343,893983,1485691,1588941,1118559,1065217,1320339,1453585,1489649,1556002
Libya,Biomass,12475874,13009874,13642768,15548666,19205465,18705661,21428965,20601180,19966881,22507995,25353072,23778715,25013817,24238290,23164648,23568295,19880848,17901180,18183482,19052426,19460661,18652114,18372634,19012557,16193600,14327317,15594265,15652502,15211578,16005683,14745561,12187754,23589687,23815849,21750550,19817575,20440114,19800442,24944990,29792334,28032212,21018851,29366534,37174060,26134572,21690967,26168702,22897271,24555752,26729934,17149048,15516953,14047532,14115715,14600910
Libya,Fossil fuels,3940628,4421063,4673497,5674239,8148148,7465218,9529336,10099938,8469595,10407986,11772286,9940099,9597497,9224490,8119068,8764829,6719816,5755058,6066181,6408906,6124765,6008295,6278286,6987238,5827551,5180883,6125225,6501060,6656034,6012517,5012701,5547018,8773133,10135969,8533868,9609672,9135473,11112793,11698926,14124177,12265102,9040237,11189530,12639269,12623571,11288759,14682743,10712738,10095692,11804391,11170870,11779974,10334193,10404846,10745748
Libya,Metal ores,3131545,3474736,3741527,4287873,6444903,5607206,6857004,7046128,5736795,6977010,8429330,7291778,7097582,6816148,6533487,6961817,5047011,4327582,4459837,4664858,4053929,5479623,5773402,7207869,5620264,3007583,3425769,3451679,3374071,3175716,2956918,4249485,6121598,6296196,4901689,5746616,5395499,7416187,8772717,10175453,8091468,5129648,7442119,8679392,6811414,4676988,4621092,3584500,3894052,5915964,3857504,2812721,2452404,2492564,2619552
Libya,Non-metallic minerals,4843583,5593877,6072296,7410736,10743394,9522934,12220957,13350068,11979033,14270039,17068032,15621935,16024415,17055895,16022288,17109691,10814201,9548917,9985748,10273104,9508316,10972693,15430335,21671141,26064687,26583174,29685185,27882785,27934059,32345548,28943169,35314579,45321809,49779359,44743242,49838099,57600517,67934047,79516259,99330951,102033268,59525580,63332039,55723232,87939276,53795760,52729578,62676525,67093923,89415467,64438911,61424781,59996088,60570221,64092893
Lithuania,Biomass,,,,,,,,,,,,,,,,,,,,,,,17456926,14724148,11991236,12576828,13912917,13910514,13864066,15812316,14565664,14737908,13015592,14341643,14388086,13736094,12260463,15215706,14754050,14953853,11624029,12586162,13947442,13972776,15535392,16407710,17227665,17766050,15382379,17313242,15904526,15059918,15107033,15308305,15494581
Lithuania,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,7241525,15135760,10657283,10673157,12782901,14361418,14805545,14667526,14911439,13659120,14897196,15343002,15151999,14815435,15397205,17424485,18054733,15166833,15590244,15904075,15961132,16561961,15418624,14530723,13896788,14937296,16533324,17582150,15230754,17326541,14902280,17194933,17464715
Lithuania,Metal ores,,,,,,,,,,,,,,,,,,,,,,,384166,1130483,777161,783498,1005687,1306860,1602788,1960516,1998996,2300302,2186351,3633590,2898774,2948076,4502276,4729622,4061253,3832276,3892239,4113275,4701636,3609924,3028688,2736287,2687866,2750512,2934148,3386177,3109744,3807983,3665028,3888257,3997659
Lithuania,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,15907116,14463364,8552406,8805749,8666010,10822371,12440568,12839196,11798787,12280804,15361180,15188527,17625838,19785417,22505440,27173138,25958368,15394469,17918266,20875495,17344754,19007771,18647487,19326520,20577032,22873426,25052653,25037311,24192261,26106182,26366429,27684384,28958607
Luxembourg,Biomass,3854803,3869960,3920890,4167336,4261230,4090430,4150419,4205418,4367682,4303225,4297613,4254949,4345460,4232643,4401522,4374099,4546631,4638839,4611782,4761510,5221796,4740458,5489570,7189966,6420636,6305492,4756053,4538849,4631079,6230759,5224379,4913743,6463312,7810240,12672324,5493901,4298393,6894712,6008317,15457589,9379681,5090848,5117011,10616835,9890981,12794023,9673594,7096436,7866098,11261232,7749971,27052143,26625328,27448515,28205189
Luxembourg,Fossil fuels,1277452,1280119,1349394,1456264,1508709,1470021,1563578,1596969,1639762,1745209,1716913,1565553,1514629,1503084,1534490,1586586,1780713,1915216,1992168,2032765,2062074,2374639,2770222,2540798,2270282,2337937,2080240,2287675,2694502,2961765,2870835,2961275,3252270,4101390,4257442,4369207,4575083,5268956,5299475,4268229,5850240,5423923,5379036,5660455,5730665,5604967,5777825,6137815,6158780,5537565,4920241,5887747,5061748,5253490,5231727
Luxembourg,Metal ores,2598280,2149944,2115045,2121537,1807356,1562843,1524078,1316733,1119641,1080003,1043770,908107,725824,727193,752509,787303,905323,972992,999316,1012701,1038351,1060992,1031114,1139326,1258471,1303820,1207724,1407792,1490979,2492943,1904379,1442415,1217435,1340686,1285565,1353886,1528441,1433169,1393559,1198635,1579086,1580071,1405646,1584015,1547900,1355686,1422311,1914898,1496959,1693220,1640752,2271803,2108406,2163040,2214667
Luxembourg,Non-metallic minerals,1405110,1511386,1499757,1753863,1865315,1794603,1906288,1981472,2165125,2078189,2140675,1974232,1801752,1755666,1722348,1567194,1760326,1818379,1892021,2021012,2091774,1923555,1935927,2349298,2642753,3538117,3091783,3303958,3990216,4376070,4491557,4159771,4345334,4915166,5364732,5697304,6023790,7356268,6704510,7156062,7725142,6884659,6302901,6275204,6708855,6589476,7339356,7550201,10754225,12727193,13429325,13887370,13120649,13699741,14147621
Madagascar,Biomass,29959794,28611086,28608039,29202478,30624786,30763623,31159419,31586569,33530957,33851987,34789113,34937550,35288767,36386106,36627473,36790088,37945028,37639958,37675425,38430412,40021414,39756029,41297901,41321673,40549806,40978020,42674038,42410322,42567072,42594908,41342510,39674700,39951760,40552594,38060512,43302651,46076411,47911389,48343201,52310251,52495730,52330868,54854293,51157704,52460650,51550577,51675437,50459132,48236879,48802950,51043579,51027397,51344283,50508405,51316178
Madagascar,Fossil fuels,5811881,6589512,6937315,7491092,7067392,6772573,6392917,5655178,4225093,4068385,2300142,1980025,2630717,2453289,1862068,1991981,2006167,1611059,1407289,1615465,3101595,1027547,1234039,3357616,2126874,2990890,3841966,2151157,1967571,3313121,2367755,2282679,1908420,1500694,1313737,1333479,1308825,1990210,2529328,2368367,1669994,1600693,1763457,1879477,1794613,2085081,2002511,2017339,1945219,1805932,1878342,1915804,1866905,1939617,1973473
Madagascar,Metal ores,325346,320079,327525,356305,371313,401598,373302,323642,299865,345754,367546,315015,303572,287055,293898,309667,363736,282598,255209,260735,331181,237762,349032,227651,284456,274075,247385,343732,391123,343283,474532,545552,522490,921306,830804,868513,926276,1357500,1533998,1536079,1175176,1294802,1373256,1524440,1734725,1856504,1740940,1767377,2141516,1523674,1502321,1467873,1477628,1494807,1544552
Madagascar,Non-metallic minerals,1872263,1923359,1818755,1864122,1728569,2272742,2648299,1836436,3861514,3286539,2519665,2792117,2726505,3027628,2819258,3004660,3586684,2568007,2249032,2346059,3154299,2389253,3418579,1815367,2370331,2096562,1948550,2276379,2341304,1990709,2399018,2883439,2959180,6292864,5566588,5141634,6656978,9348321,13222457,10238071,9208282,9586615,10775015,10765339,11876328,14397452,11328540,13982057,7773602,6915818,6292525,7593782,7882865,8212389,8619279
Malawi,Biomass,10710440,12628342,13292479,13195816,13391926,13595342,14760133,15077368,15210796,15142753,14982569,15939999,16852041,16140544,16292955,16488006,16694076,16492073,17247507,17996618,17281403,19447400,15358788,19788995,15701235,19097109,21113554,19431812,22233457,26317127,28499460,28218132,24975441,26839454,26408463,23638881,32658468,36254620,36130023,40142014,42191875,42662564,43438420,45637951,47902653,43668978,41360266,46562007,46203251,50447944,56950063,60920865,61537258,61207527,62147352
Malawi,Fossil fuels,306305,329890,338522,324960,322842,323018,377132,462866,509382,594481,616339,628913,641807,672358,688895,705432,715839,720811,740889,726447,738170,698330,718498,646901,488867,474629,440775,532166,584057,721253,633287,541745,697681,642815,562040,651363,697515,678784,899362,874372,885089,1083438,910433,1229556,1226879,1190293,1175108,1338353,1336310,1467452,2027223,1809705,1722659,1749974,1656584
Malawi,Metal ores,321025,349720,366018,331559,346176,334858,323815,318488,309423,312237,341847,331411,308613,315845,333182,328300,315981,320729,331615,357868,348526,347828,334344,259094,188790,200425,203897,274793,291770,366329,274730,278143,429765,596566,389580,465674,510546,508918,719963,754154,760550,724860,605835,831837,840760,814473,781099,787621,775833,868130,991463,928792,912111,924624,877047
Malawi,Non-metallic minerals,1399642,1458021,1555356,1564280,1539852,1538695,1527064,1630969,1847404,1932258,2061929,1946525,1777371,1849196,1802642,1745820,1852723,1842284,1939203,2048094,2253543,2232126,2305171,2083684,1841501,2262858,1949367,2823130,2355944,2904367,2716847,2817680,3680943,4063198,3720652,4448872,4430263,3683317,3822782,3582390,4012241,4652948,5583003,5521971,5020292,4559150,5352868,5763696,5566881,6623402,10387203,9495163,9801513,10379795,10175065
Malaysia,Biomass,24449150,25565276,27021132,30724672,32748662,33534641,36775407,38827598,42217428,45726433,48324968,51187578,57543196,55483564,61881317,63005432,62159268,63283038,67013167,75690411,71897882,78441642,78704941,89131567,85446521,89259287,90750089,92083351,64557239,69904105,92191017,97642783,104384152,123668400,126208953,129637964,138360934,149540688,169653103,160283326,166285487,188895651,200005292,209703243,219796120,222732373,203151240,236323544,242897915,250111775,241756323,232329791,235307852,240383480,245702229
Malaysia,Fossil fuels,7945547,9436931,10606505,13339766,14073202,13073035,16330438,17592853,18533453,22789162,22717067,21651381,22781686,26322730,29399323,28790296,26048444,26605498,27476050,30302102,27375953,31686950,33876583,33152895,33845333,37066718,32171722,38323604,29330577,25786795,30914859,32637018,34277525,37934602,38902716,40790901,42516803,45629310,48284568,43771944,53447471,54787080,58465027,67717472,63455665,61760885,62310326,61331460,67236448,70493553,64032894,68576479,67118251,68526765,69311106
Malaysia,Metal ores,7884194,6874304,7376865,8864069,9175214,8342798,9888566,10328992,10581717,11495339,12899579,13341984,14237930,15182745,17028059,16490745,13533087,14158008,13567237,14377409,12823347,14608726,15270313,16089841,17447126,19025066,17286058,19208489,12415253,12733453,14763977,15053040,17002652,16514205,17630804,20495094,23558580,27338836,25854861,32801658,26215502,62448326,51602437,103217085,78534502,64261346,39449479,36556667,37891042,39630181,30943049,49774959,49441046,49986309,51379389
Malaysia,Non-metallic minerals,9499110,11088216,12592642,15688392,16945022,17182545,18971387,19877451,22369556,25261132,31608191,33818759,37952979,42505125,46018052,40778032,38095633,40797967,41465831,43292759,46843879,63698066,76151801,84744682,91221341,99453870,123404593,133346360,76171531,70962745,104765733,104623029,99267849,120550330,113054491,122811910,137419154,173913637,165665613,161084539,184980307,282767431,309757359,251867353,236776714,244844054,269517647,308194132,319441320,332191633,328225644,345630851,358822271,375108196,389990357
Mali,Biomass,7888285,8036915,7004396,6978161,7506534,8570961,8483409,8180439,8920613,8602922,8718690,9693993,9990102,10081283,8590066,10869002,11318695,11054489,13420484,13119074,12393972,15179084,13127019,16200489,20218165,17160088,19577214,17263395,19964771,22493116,21147747,17396803,14763649,21615293,17737662,19854165,19279989,20751630,23219563,28909617,27782169,29511533,30260891,32766680,34426750,38141613,42983986,45879810,47581946,48758943,48076989,45203823,45648325,45596188,46521977
Mali,Fossil fuels,459853,568806,660843,767366,764599,782983,957021,1059187,1037080,1241446,1159956,793284,673385,588613,617114,663384,809250,766673,779975,863683,835290,971043,1289975,1169287,1305498,982838,1772361,1223401,1099634,1143615,794799,880653,724534,873334,907792,991022,976593,1271861,1658099,1283807,1408997,1259295,1148098,1358126,1763980,1780618,1974015,1989635,2199349,2337506,2543465,2801077,2698502,2843314,2899475
Mali,Metal ores,248189,262189,268499,264354,233600,274158,305249,309134,301061,336994,349873,328309,292043,257246,265833,295567,366407,394997,371979,357314,390846,366396,503049,457945,2280041,2603003,2158691,448355,411808,472575,435835,519745,498336,796810,708084,711727,753381,1013302,1221348,994238,1291105,1593770,1333522,1426657,2314078,2038851,1829209,1437686,1403320,1598254,2125060,1893473,1847764,1920838,1991349
Mali,Non-metallic minerals,894943,1111226,1087715,1124712,990319,1267480,1438026,1781252,1709317,1722190,1791174,1825168,1636569,1573965,1821140,1995672,2518147,2702152,2744941,2592191,2840713,2781093,3540024,3847271,3767549,3581774,6230115,3753168,4436958,4569778,4909221,5542057,5827863,8394647,9172903,7972895,7788017,10394046,11749140,10943659,13191636,14912846,12234043,8627794,13513984,12491637,12459557,24553904,24671195,25556340,21943617,21977452,22481009,23356339,24697271
Malta,Biomass,607433,620652,622166,638302,637636,652231,683666,692312,698201,716850,754283,743205,769629,747283,760470,759127,797740,815513,821591,847907,868361,871513,994965,915915,980380,1128977,1086428,1045691,1029505,1219843,1160126,1160808,1131221,1176220,1211376,1180590,1126096,1105711,1251000,1223134,1204011,1202385,1082448,1090643,1125988,975349,992293,1016560,1077224,1104121,1053756,1119513,1117811,1134234,1146530
Malta,Fossil fuels,553149,538715,529006,540953,510665,545560,595488,639000,673351,743376,777945,722158,702030,659182,646004,656923,732674,806556,862793,884374,1062035,699117,906123,780256,831626,911283,906450,886344,952488,1018305,1047546,1032736,1029745,1169821,1170078,1177999,1197518,1241002,1274047,1195114,1209457,1135954,1081267,1178971,1279496,1386290,1417605,1395075,1552193,1646163,1733786,1806907,1726705,1824321,1838573
Malta,Metal ores,493323,429927,426804,563563,917687,995598,1328282,1215304,1272382,1375232,1426047,1409877,1364163,1327490,1703043,1698170,1709405,1818758,1989075,1948592,317723,3050659,353370,305187,706965,482160,364060,368418,415379,464136,476207,421763,378674,421948,433714,441908,472836,508358,495653,465626,888199,629951,564765,554047,467824,571353,522326,535698,576823,616781,685887,761119,741595,766084,787210
Malta,Non-metallic minerals,1396556,1426812,1330124,1427614,1726468,1940287,2230667,2167454,1914880,1969949,2407768,2592810,2587412,2588073,3091921,3149807,3077774,3079253,3241358,3548253,4123177,3658326,3604051,3568239,3717364,3984729,4162073,3933982,5085417,4798079,5394643,5535197,5289648,6082057,6126526,6634142,6568377,6819179,6295926,4628970,6919992,5962756,5771535,6110642,4731350,5391201,4137410,5250926,6069737,6047194,6135260,6684395,6931103,7224348,7516958
Mauritania,Biomass,10124172,9876426,9068518,8902838,7968990,8200674,8510736,8625225,8713514,8786141,8964841,9585417,9826163,8960958,8666906,9241582,9525191,9781299,10141919,10560102,10173550,11204495,10395189,16278707,16201124,29111043,11303823,12585269,15310392,13940759,19908903,24555331,17981866,30343480,17578410,15214721,16983260,15556946,16366895,16004850,15206127,14111384,14263010,15058585,15141416,15555923,15670195,15880703,15991591,15695578,16328449,17672300,17864964,17671334,18020966
Mauritania,Fossil fuels,966535,928550,962265,928397,976090,1083628,1179200,1125721,1020172,1104087,1137470,1178715,1143074,1138636,1105818,1087168,1071226,1046903,1047776,1049168,1342319,481386,1262062,1174376,365962,844908,712992,940316,1056686,844452,1336689,1174519,937140,1638772,858060,826445,1032531,1170050,1200631,1432921,1245613,941057,1445526,1246239,1024485,901940,749648,832428,957851,1242503,1304955,1607687,1525495,1555781,1566436
Mauritania,Metal ores,705107,741117,772049,940030,1025008,967301,975112,899528,779134,829939,858100,881429,881190,889336,867336,885942,834708,836279,880022,1015243,1457634,724851,748930,1199717,960186,592755,994700,794426,1450541,708536,2208920,1152297,749007,1054800,570240,513350,873332,1150000,1297304,2441594,2474025,693833,1203212,1426889,1354269,1209778,914958,1636846,1977199,2786440,2611611,3457904,3382342,3360207,3455823
Mauritania,Non-metallic minerals,687540,733074,793415,838588,895937,988511,1117081,1135449,1147580,1186589,1315798,1368223,1349255,1383385,1271669,1273644,1393454,1427566,1427047,1406924,1571870,769789,1390814,1929308,1703266,2003984,1378330,28078386,8683892,1214954,4374408,2632516,1903587,3550397,3227940,1800201,3726606,8079603,2190171,4495328,3279280,3258475,4320040,4121220,2609010,2390761,3134571,2497628,5262448,3715796,4398697,5236532,5312403,5485321,5721962
Mexico,Biomass,251592629,250413797,249474144,254874393,262120149,280037704,273113538,276367427,293377358,289514950,315765297,335577191,314354878,312691262,323847039,338347490,323934591,327272623,319201699,334015239,339752506,339362253,368657624,364325834,375691615,347056463,389169111,382054030,408589687,415632602,441936990,454672198,436475078,462021376,451526212,449078997,452234158,476497513,487132736,449046769,469893051,469576235,458979192,496058056,488174799,471109971,490593927,498706324,499796362,510971625,475660315,493302539,496293642,503378048,504024015
Mexico,Fossil fuels,42703087,43277312,45704862,48957066,55918867,62337068,62304621,62686578,73541602,90668224,120381032,142946876,131717815,118486631,126338699,125425721,101090186,104950591,111674048,130565951,123773385,126386050,142148570,137717121,140980849,115945843,127314710,142477702,159514116,161045670,172657320,189027355,191282001,197423727,202244974,209637900,213658111,213191953,214497327,191275205,210749472,225089238,225234934,228723323,234800743,233879149,221359520,231072944,246989144,250400749,208980074,241257525,246665160,261748842,265378861
Mexico,Metal ores,43163893,40350336,43788407,44473622,46396081,46389224,48497394,45800518,48358451,52603204,70027766,87402067,81734599,85753364,94378722,97245586,77927483,89927539,104681668,93239107,120548736,104860050,121894521,124397685,127533380,106747898,109417890,121040351,133473045,143180939,149436040,148226128,139250434,121108939,123049756,121148875,118315497,119875634,109896213,94192613,97634011,103172578,108020164,114167438,110703899,110911730,109519778,107695745,109617811,110294937,108954418,122240064,125044213,132341720,137674272
Mexico,Non-metallic minerals,70386421,72452926,80753253,91284828,100751084,106799562,109797790,106490464,125799145,140608192,160120172,182851699,175861529,152052034,153589589,161924077,143267562,147494902,152911766,168279911,217507227,247515436,281189674,290964115,323763182,239747760,268094338,296871334,325354823,348757525,405122337,406122141,413854293,410657466,447568395,467021794,512037956,510040824,492302245,432061772,431291245,424802268,471432658,449902301,476221019,468094111,466727788,444190734,492623546,479795213,437910638,481755537,505001904,535182985,556232646
Moldova,Biomass,,,,,,,,,,,,,,,,,,,,,,,14316018,18982639,10347226,13031416,12543594,15342783,11947441,10820158,10527878,10643267,9149881,8969968,10628598,9695284,9422100,7356101,9679478,6713462,8445448,8071534,7067511,8880551,9730007,6720053,7909197,9404744,10224049,9107691,5708188,12114216,12013911,11758994,11868378
Moldova,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,3253236,3577389,2153601,2265036,2476714,2368810,2161594,1602170,1602739,1732628,1627400,2012317,1910403,2158049,2310405,2560934,3331397,2570214,2811173,2990837,3074628,3132299,3356620,2606443,2413404,2677575,3156715,3047030,2771759,3052665,2842475,3007999,3016398
Moldova,Metal ores,,,,,,,,,,,,,,,,,,,,,,,468961,351109,313262,337109,416818,474028,500267,330348,389206,402501,444708,531090,519163,649567,741785,854784,975279,779048,923232,952226,992545,1005712,989620,795889,776667,839683,1052448,1145470,1068281,1179185,1178895,1220241,1256556
Moldova,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,6956663,4143398,2958410,2689718,2517415,2991886,2861452,2222542,3823582,3543942,5160987,5274516,6640160,8618383,9820655,9797321,11925982,9445895,13222938,13941262,17605229,17347861,16635114,12078664,10884160,10966917,13181903,13580297,16482332,15221928,14812971,14088748,14788534
Mongolia,Biomass,26895684,28151863,27935225,28639071,28467752,29861057,29957967,29653760,28940999,29644171,29636552,29273439,30294659,30898773,29967723,30252070,30396308,30561254,31088835,31991907,31123259,31437610,31048046,31725408,29481504,31743832,34212141,35811538,37077231,38798343,34350050,33468803,26797950,24819643,24176923,27747653,30604324,34233356,34638065,37124246,30066095,33492749,37483908,41378711,47072611,50653183,56855320,56363034,59251522,64102476,61934311,63642597,63960445,64600488,64852471
Mongolia,Fossil fuels,2543249,2510650,2510028,2332826,2247265,2288717,2338022,2411476,2415663,2367432,2327367,2199195,2183842,2119589,2128528,7253126,7734806,8091922,8492437,7979799,9016155,5098933,4906320,4022876,3412537,2719595,2914473,1725028,1846924,1945433,1859987,2163473,2432251,2561030,2840782,2605569,3025238,3139232,3171411,2558946,3148750,3870715,4805705,7031209,4644782,4689038,4542918,4627334,5629889,6380089,4208442,5901633,5866085,5922866,5942860
Mongolia,Metal ores,374653,381150,627746,638631,622110,584626,585685,559730,589775,858514,1255159,2045748,2767213,2891506,3105056,3275050,4050922,4009246,3947280,4052852,6209242,628887,7978110,764745,4112564,1648285,1053678,770927,896629,922108,436282,409285,420019,482648,522770,755295,1011269,1545976,1776602,1288438,2737375,3517775,4186777,3509370,2023034,1548088,1621696,1742571,2591758,2545333,1994281,2920435,2887695,2906026,2971803
Mongolia,Non-metallic minerals,2034565,2168297,2765004,3003707,3330851,3531881,3726832,3220311,3869683,3995714,4478148,4819657,6699746,7510422,6021258,5424953,5619070,8155812,7444557,7553435,6371181,2776237,3951071,7063992,4020047,1455035,1447531,1323121,1717803,1736824,1783791,1684722,2704355,3355513,3138123,4203148,4838581,7234462,9395681,9405994,12140056,16923001,9272945,17936510,17620260,11775422,6197628,8468325,10613737,11078097,10481162,11817644,12339866,12899740,13383677
Morocco,Biomass,42000635,46302728,44463669,40397673,44920134,42949665,47499655,39326542,46527018,45014545,46283164,39422083,42207086,39869900,39954056,43828239,51899906,47089806,54043307,55235558,51680146,58748165,46971881,44420578,60602999,47571893,67138273,56592971,64072253,61218603,58078611,58603139,63467026,71604218,76269166,64585537,73399761,61454843,70922751,77788029,73570855,76901596,68477430,78430003,75409142,82891467,71472684,80696032,82915518,75033700,73263571,90319975,89525553,89830247,91736000
Morocco,Fossil fuels,7717101,8223400,9070312,10312219,11180057,11470350,12253384,12605832,12260995,14210788,13885879,10130835,9744707,8399746,7854769,7967723,9511080,9857942,11227578,11483091,11199282,10174337,12185025,10961293,11624561,12027694,11524249,11671877,12751494,13963386,12649314,11886300,12089903,12500053,13750685,14871288,15429142,16944432,21926565,17971118,19245582,19866121,19852696,20322869,19973706,18608711,19125206,19377592,20662068,20498460,18453501,20140519,18087800,19303525,19457561
Morocco,Metal ores,3267911,3043338,3040847,3237133,3520558,3498381,3169006,3224866,3079268,3271240,3443684,2916682,3036496,2722818,2743098,2917273,3034135,3043721,3171348,3176497,3112608,2945244,3467936,3458278,3735933,3641046,3376227,3472795,3965884,4657180,4794805,4794058,4998986,5062229,5420673,5893442,6596568,8464701,10416146,8449788,8658438,9211166,9283494,9776723,9771669,8664319,9552146,9618089,10050190,10077183,9487610,11258849,10745020,11222042,11587165
Morocco,Non-metallic minerals,15106232,15399511,17145903,17981340,20353423,22476132,28536104,33207938,32719770,36944558,37083923,34304869,35992705,36275428,36759110,38517527,42475701,42936273,44156377,44801191,41980965,50187322,58482913,58879661,60114967,54970229,54807411,55138507,58808251,65664101,69376715,75146526,82307451,87223770,84538848,81065500,87815089,95839540,97366806,102388655,93321922,96097963,102203355,100710672,86759410,86816663,93754824,103705979,118796512,97861287,93893944,95732086,95626514,100890578,107294086
Mozambique,Biomass,29448396,30911804,31839081,32477059,32040095,30485363,30868324,31566676,31100155,31024595,31104194,31686897,31050976,29628486,29664744,30619569,31338190,28678726,28433588,29145029,30558404,29730344,27523516,29396035,28797118,32872492,34143446,34674048,35282897,32728097,33415764,31328707,27672514,36500956,30403148,28392623,29818096,27810519,28208640,33953453,41322752,46075388,49033537,45395536,43306480,38317586,41236991,41272336,42985234,46803053,42798665,44966372,45261275,44568575,45183328
